rio,estacion,municipio,estado,fecha,caudal_m3s
Riofrio,Salonica,Riofrio,Activa,2019-07-31,19.0
Riofrio,Salonica,Riofrio,Activa,2019-08-01,6.0
Riofrio,Salonica,Riofrio,Activa,2019-08-02,5.91
Riofrio,Salonica,Riofrio,Activa,2019-08-03,5.86
Riofrio,Salonica,Riofrio,Activa,2019-08-04,5.62
Riofrio,Salonica,Riofrio,Activa,2019-08-05,5.41
Riofrio,Salonica,Riofrio,Activa,2019-08-06,5.32
Riofrio,Salonica,Riofrio,Activa,2019-08-07,5.1
Riofrio,Salonica,Riofrio,Activa,2019-08-08,4.98
Riofrio,Salonica,Riofrio,Activa,2019-08-09,4.91
Riofrio,Salonica,Riofrio,Activa,2019-08-10,4.74
Riofrio,Salonica,Riofrio,Activa,2019-08-11,4.7
Riofrio,Salonica,Riofrio,Activa,2019-08-12,4.55
Riofrio,Salonica,Riofrio,Activa,2019-08-13,4.48
Riofrio,Salonica,Riofrio,Activa,2019-08-14,4.42
Riofrio,Salonica,Riofrio,Activa,2019-08-15,4.33
Riofrio,Salonica,Riofrio,Activa,2019-08-16,4.24
Riofrio,Salonica,Riofrio,Activa,2019-08-17,4.28
Riofrio,Salonica,Riofrio,Activa,2019-08-18,4.14
Riofrio,Salonica,Riofrio,Activa,2019-08-19,4.04
Riofrio,Salonica,Riofrio,Activa,2019-08-20,3.96
Riofrio,Salonica,Riofrio,Activa,2019-08-21,3.91
Riofrio,Salonica,Riofrio,Activa,2019-08-22,3.83
Riofrio,Salonica,Riofrio,Activa,2019-08-23,3.79
Riofrio,Salonica,Riofrio,Activa,2019-08-24,3.77
Riofrio,Salonica,Riofrio,Activa,2019-08-25,3.65
Riofrio,Salonica,Riofrio,Activa,2019-08-26,3.59
Riofrio,Salonica,Riofrio,Activa,2019-08-27,3.51
Riofrio,Salonica,Riofrio,Activa,2019-08-28,3.48
Riofrio,Salonica,Riofrio,Activa,2019-08-29,6.6
Riofrio,Salonica,Riofrio,Activa,2019-08-30,15.98
Riofrio,Salonica,Riofrio,Activa,2019-09-01,3.35
Riofrio,Salonica,Riofrio,Activa,2019-09-02,3.23
Riofrio,Salonica,Riofrio,Activa,2019-09-03,3.2
Riofrio,Salonica,Riofrio,Activa,2019-09-04,3.15
Riofrio,Salonica,Riofrio,Activa,2019-09-05,3.13
Riofrio,Salonica,Riofrio,Activa,2019-09-06,3.09
Riofrio,Salonica,Riofrio,Activa,2019-09-07,3.06
Riofrio,Salonica,Riofrio,Activa,2019-09-08,2.96
Riofrio,Salonica,Riofrio,Activa,2019-09-09,2.94
Riofrio,Salonica,Riofrio,Activa,2019-09-10,2.93
Riofrio,Salonica,Riofrio,Activa,2019-09-11,3.18
Riofrio,Salonica,Riofrio,Activa,2019-09-12,3.2
Riofrio,Salonica,Riofrio,Activa,2019-09-13,2.92
Riofrio,Salonica,Riofrio,Activa,2019-09-14,2.87
Riofrio,Salonica,Riofrio,Activa,2019-09-15,2.82
Riofrio,Salonica,Riofrio,Activa,2019-09-16,2.76
Riofrio,Salonica,Riofrio,Activa,2019-09-17,2.85
Riofrio,Salonica,Riofrio,Activa,2019-09-18,4.38
Riofrio,Salonica,Riofrio,Activa,2019-09-19,4.03
Riofrio,Salonica,Riofrio,Activa,2019-09-20,3.11
Riofrio,Salonica,Riofrio,Activa,2019-09-21,3.15
Riofrio,Salonica,Riofrio,Activa,2019-09-22,3.08
Riofrio,Salonica,Riofrio,Activa,2019-09-23,5.48
Riofrio,Salonica,Riofrio,Activa,2019-09-24,3.55
Riofrio,Salonica,Riofrio,Activa,2019-09-25,5.12
Riofrio,Salonica,Riofrio,Activa,2019-09-26,3.58
Riofrio,Salonica,Riofrio,Activa,2019-09-27,3.21
Riofrio,Salonica,Riofrio,Activa,2019-09-28,3.24
Riofrio,Salonica,Riofrio,Activa,2019-09-29,12.68
Riofrio,Salonica,Riofrio,Activa,2019-09-30,10.58
Riofrio,Salonica,Riofrio,Activa,2019-10-01,25.54
Riofrio,Salonica,Riofrio,Activa,2019-10-02,12.55
Riofrio,Salonica,Riofrio,Activa,2019-10-03,13.12
Riofrio,Salonica,Riofrio,Activa,2019-10-04,7.7
Riofrio,Salonica,Riofrio,Activa,2019-10-05,6.27
Riofrio,Salonica,Riofrio,Activa,2019-10-06,8.69
Riofrio,Salonica,Riofrio,Activa,2019-10-07,8.1
Riofrio,Salonica,Riofrio,Activa,2019-10-08,30.77
Riofrio,Salonica,Riofrio,Activa,2019-10-09,16.56
Riofrio,Salonica,Riofrio,Activa,2019-10-10,9.38
Riofrio,Salonica,Riofrio,Activa,2019-10-11,6.6
Riofrio,Salonica,Riofrio,Activa,2019-10-12,6.15
Riofrio,Salonica,Riofrio,Activa,2019-10-13,15.9
Riofrio,Salonica,Riofrio,Activa,2019-10-14,7.45
Riofrio,Salonica,Riofrio,Activa,2019-10-15,6.99
Riofrio,Salonica,Riofrio,Activa,2019-10-16,7.96
Riofrio,Salonica,Riofrio,Activa,2019-10-17,6.94
Riofrio,Salonica,Riofrio,Activa,2019-10-18,6.36
Riofrio,Salonica,Riofrio,Activa,2019-10-19,7.57
Riofrio,Salonica,Riofrio,Activa,2019-10-20,14.77
Riofrio,Salonica,Riofrio,Activa,2019-10-21,20.92
Riofrio,Salonica,Riofrio,Activa,2019-10-22,22.86
Riofrio,Salonica,Riofrio,Activa,2019-10-23,26.77
Riofrio,Salonica,Riofrio,Activa,2019-10-24,20.78
Riofrio,Salonica,Riofrio,Activa,2019-10-25,18.52
Riofrio,Salonica,Riofrio,Activa,2019-10-26,16.35
Riofrio,Salonica,Riofrio,Activa,2019-10-27,15.7
Riofrio,Salonica,Riofrio,Activa,2019-10-28,13.82
Riofrio,Salonica,Riofrio,Activa,2019-10-29,8.62
Riofrio,Salonica,Riofrio,Activa,2019-10-30,7.96
Riofrio,Salonica,Riofrio,Activa,2019-11-01,9.1
Riofrio,Salonica,Riofrio,Activa,2019-11-02,8.3
Riofrio,Salonica,Riofrio,Activa,2019-11-03,8.1
Riofrio,Salonica,Riofrio,Activa,2019-11-04,8.11
Riofrio,Salonica,Riofrio,Activa,2019-11-05,8.87
Riofrio,Salonica,Riofrio,Activa,2019-11-06,8.91
Riofrio,Salonica,Riofrio,Activa,2019-11-07,7.43
Riofrio,Salonica,Riofrio,Activa,2019-11-08,6.88
Riofrio,Salonica,Riofrio,Activa,2019-11-09,34.63
Riofrio,Salonica,Riofrio,Activa,2019-11-10,16.73
Riofrio,Salonica,Riofrio,Activa,2019-11-11,13.2
Riofrio,Salonica,Riofrio,Activa,2019-11-12,19.62
Riofrio,Salonica,Riofrio,Activa,2019-11-13,18.32
Riofrio,Salonica,Riofrio,Activa,2019-11-14,18.39
Riofrio,Salonica,Riofrio,Activa,2019-11-15,17.42
Riofrio,Salonica,Riofrio,Activa,2019-11-16,15.62
Riofrio,Salonica,Riofrio,Activa,2019-11-17,17.35
Riofrio,Salonica,Riofrio,Activa,2019-11-18,16.32
Riofrio,Salonica,Riofrio,Activa,2019-11-19,12.8
Riofrio,Salonica,Riofrio,Activa,2019-11-20,11.4
Riofrio,Salonica,Riofrio,Activa,2019-11-21,12.02
Riofrio,Salonica,Riofrio,Activa,2019-11-22,19.54
Riofrio,Salonica,Riofrio,Activa,2019-11-23,14.72
Riofrio,Salonica,Riofrio,Activa,2019-11-24,12.71
Riofrio,Salonica,Riofrio,Activa,2019-11-25,11.36
Riofrio,Salonica,Riofrio,Activa,2019-11-26,10.4
Riofrio,Salonica,Riofrio,Activa,2019-11-27,9.56
Riofrio,Salonica,Riofrio,Activa,2019-11-28,8.67
Riofrio,Salonica,Riofrio,Activa,2019-11-29,7.2
Riofrio,Salonica,Riofrio,Activa,2019-11-30,16.1
Riofrio,Salonica,Riofrio,Activa,2019-12-01,7.55
Riofrio,Salonica,Riofrio,Activa,2019-12-02,8.4
Riofrio,Salonica,Riofrio,Activa,2019-12-03,7.21
Riofrio,Salonica,Riofrio,Activa,2019-12-04,9.09
Riofrio,Salonica,Riofrio,Activa,2019-12-05,11.23
Riofrio,Salonica,Riofrio,Activa,2019-12-06,9.44
Riofrio,Salonica,Riofrio,Activa,2019-12-07,10.83
Riofrio,Salonica,Riofrio,Activa,2019-12-08,9.54
Riofrio,Salonica,Riofrio,Activa,2019-12-09,8.54
Riofrio,Salonica,Riofrio,Activa,2019-12-10,8.2
Riofrio,Salonica,Riofrio,Activa,2019-12-11,12.15
Riofrio,Salonica,Riofrio,Activa,2019-12-12,13.16
Riofrio,Salonica,Riofrio,Activa,2019-12-13,14.86
Riofrio,Salonica,Riofrio,Activa,2019-12-14,17.75
Riofrio,Salonica,Riofrio,Activa,2019-12-15,15.32
Riofrio,Salonica,Riofrio,Activa,2019-12-16,12.46
Riofrio,Salonica,Riofrio,Activa,2019-12-17,14.81
Riofrio,Salonica,Riofrio,Activa,2019-12-18,15.64
Riofrio,Salonica,Riofrio,Activa,2019-12-19,13.38
Riofrio,Salonica,Riofrio,Activa,2019-12-20,11.84
Riofrio,Salonica,Riofrio,Activa,2019-12-21,11.03
Riofrio,Salonica,Riofrio,Activa,2019-12-22,10.24
Riofrio,Salonica,Riofrio,Activa,2019-12-23,9.69
Riofrio,Salonica,Riofrio,Activa,2019-12-24,9.04
Riofrio,Salonica,Riofrio,Activa,2019-12-25,8.73
Riofrio,Salonica,Riofrio,Activa,2019-12-26,8.23
Riofrio,Salonica,Riofrio,Activa,2019-12-27,7.83
Riofrio,Salonica,Riofrio,Activa,2019-12-28,7.68
Riofrio,Salonica,Riofrio,Activa,2020-01-01,21.25
Riofrio,Salonica,Riofrio,Activa,2020-01-02,21.12
Riofrio,Salonica,Riofrio,Activa,2020-01-03,14.55
Riofrio,Salonica,Riofrio,Activa,2020-01-04,12.78
Riofrio,Salonica,Riofrio,Activa,2020-01-05,11.97
Riofrio,Salonica,Riofrio,Activa,2020-01-06,11.31
Riofrio,Salonica,Riofrio,Activa,2020-01-07,10.71
Riofrio,Salonica,Riofrio,Activa,2020-01-08,10.27
Riofrio,Salonica,Riofrio,Activa,2020-01-09,9.92
Riofrio,Salonica,Riofrio,Activa,2020-01-10,9.52
Riofrio,Salonica,Riofrio,Activa,2020-01-11,9.23
Riofrio,Salonica,Riofrio,Activa,2020-01-12,8.83
Riofrio,Salonica,Riofrio,Activa,2020-01-13,8.53
Riofrio,Salonica,Riofrio,Activa,2020-01-14,8.51
Riofrio,Salonica,Riofrio,Activa,2020-01-15,8.51
Riofrio,Salonica,Riofrio,Activa,2020-01-16,8.25
Riofrio,Salonica,Riofrio,Activa,2020-01-17,7.91
Riofrio,Salonica,Riofrio,Activa,2020-01-18,7.61
Riofrio,Salonica,Riofrio,Activa,2020-01-19,7.39
Riofrio,Salonica,Riofrio,Activa,2020-01-20,8.37
Riofrio,Salonica,Riofrio,Activa,2020-01-21,7.37
Riofrio,Salonica,Riofrio,Activa,2020-01-22,7.66
Riofrio,Salonica,Riofrio,Activa,2020-01-23,6.95
Riofrio,Salonica,Riofrio,Activa,2020-01-24,6.66
Riofrio,Salonica,Riofrio,Activa,2020-01-25,6.49
Riofrio,Salonica,Riofrio,Activa,2020-01-26,6.89
Riofrio,Salonica,Riofrio,Activa,2020-01-27,6.6
Riofrio,Salonica,Riofrio,Activa,2020-01-28,6.44
Riofrio,Salonica,Riofrio,Activa,2020-01-29,6.45
Riofrio,Salonica,Riofrio,Activa,2020-01-30,6.11
Riofrio,Salonica,Riofrio,Activa,2020-01-31,5.85
Riofrio,Salonica,Riofrio,Activa,2020-02-01,5.59
Riofrio,Salonica,Riofrio,Activa,2020-02-02,5.67
Riofrio,Salonica,Riofrio,Activa,2020-02-03,5.34
Riofrio,Salonica,Riofrio,Activa,2020-02-04,5.2
Riofrio,Salonica,Riofrio,Activa,2020-02-05,5.2
Riofrio,Salonica,Riofrio,Activa,2020-02-06,5.18
Riofrio,Salonica,Riofrio,Activa,2020-02-07,5.12
Riofrio,Salonica,Riofrio,Activa,2020-02-08,5.21
Riofrio,Salonica,Riofrio,Activa,2020-02-09,4.88
Riofrio,Salonica,Riofrio,Activa,2020-02-10,4.61
Riofrio,Salonica,Riofrio,Activa,2020-02-11,4.54
Riofrio,Salonica,Riofrio,Activa,2020-02-12,4.43
Riofrio,Salonica,Riofrio,Activa,2020-02-13,4.34
Riofrio,Salonica,Riofrio,Activa,2020-02-14,4.42
Riofrio,Salonica,Riofrio,Activa,2020-02-15,4.3
Riofrio,Salonica,Riofrio,Activa,2020-02-16,4.32
Riofrio,Salonica,Riofrio,Activa,2020-02-17,4.02
Riofrio,Salonica,Riofrio,Activa,2020-02-18,3.86
Riofrio,Salonica,Riofrio,Activa,2020-02-19,3.77
Riofrio,Salonica,Riofrio,Activa,2020-02-20,4.13
Riofrio,Salonica,Riofrio,Activa,2020-02-21,4.35
Riofrio,Salonica,Riofrio,Activa,2020-02-22,5.79
Riofrio,Salonica,Riofrio,Activa,2020-02-23,4.94
Riofrio,Salonica,Riofrio,Activa,2020-02-24,6.45
Riofrio,Salonica,Riofrio,Activa,2020-02-25,9.86
Riofrio,Salonica,Riofrio,Activa,2020-02-26,6.52
Riofrio,Salonica,Riofrio,Activa,2020-02-27,5.67
Riofrio,Salonica,Riofrio,Activa,2020-02-28,5.02
Riofrio,Salonica,Riofrio,Activa,2020-02-29,4.72
Riofrio,Salonica,Riofrio,Activa,2020-03-01,4.69
Riofrio,Salonica,Riofrio,Activa,2020-03-02,5.06
Riofrio,Salonica,Riofrio,Activa,2020-03-03,4.67
Riofrio,Salonica,Riofrio,Activa,2020-03-04,4.5
Riofrio,Salonica,Riofrio,Activa,2020-03-05,4.33
Riofrio,Salonica,Riofrio,Activa,2020-03-06,4.33
Riofrio,Salonica,Riofrio,Activa,2020-03-07,4.86
Riofrio,Salonica,Riofrio,Activa,2020-03-08,4.57
Riofrio,Salonica,Riofrio,Activa,2020-03-09,4.7
Riofrio,Salonica,Riofrio,Activa,2020-03-10,6.19
Riofrio,Salonica,Riofrio,Activa,2020-03-11,5.85
Riofrio,Salonica,Riofrio,Activa,2020-03-12,5.75
Riofrio,Salonica,Riofrio,Activa,2020-03-13,7.08
Riofrio,Salonica,Riofrio,Activa,2020-03-14,19.99
Riofrio,Salonica,Riofrio,Activa,2020-03-15,12.46
Riofrio,Salonica,Riofrio,Activa,2020-03-16,9.86
Riofrio,Salonica,Riofrio,Activa,2020-03-17,8.48
Riofrio,Salonica,Riofrio,Activa,2020-03-18,7.67
Riofrio,Salonica,Riofrio,Activa,2020-03-19,7.13
Riofrio,Salonica,Riofrio,Activa,2020-03-20,6.8
Riofrio,Salonica,Riofrio,Activa,2020-03-21,6.39
Riofrio,Salonica,Riofrio,Activa,2020-03-22,6.09
Riofrio,Salonica,Riofrio,Activa,2020-03-23,5.83
Riofrio,Salonica,Riofrio,Activa,2020-03-24,5.95
Riofrio,Salonica,Riofrio,Activa,2020-03-25,5.46
Riofrio,Salonica,Riofrio,Activa,2020-03-26,5.31
Riofrio,Salonica,Riofrio,Activa,2020-03-27,5.12
Riofrio,Salonica,Riofrio,Activa,2020-03-28,5.0
Riofrio,Salonica,Riofrio,Activa,2020-03-29,5.2
Riofrio,Salonica,Riofrio,Activa,2020-03-30,16.4
Riofrio,Salonica,Riofrio,Activa,2020-03-31,17.46
Riofrio,Salonica,Riofrio,Activa,2020-04-01,5.05
Riofrio,Salonica,Riofrio,Activa,2020-04-02,4.74
Riofrio,Salonica,Riofrio,Activa,2020-04-03,5.09
Riofrio,Salonica,Riofrio,Activa,2020-04-04,4.56
Riofrio,Salonica,Riofrio,Activa,2020-04-05,4.42
Riofrio,Salonica,Riofrio,Activa,2020-04-06,4.36
Riofrio,Salonica,Riofrio,Activa,2020-04-07,10.6
Riofrio,Salonica,Riofrio,Activa,2020-04-08,7.14
Riofrio,Salonica,Riofrio,Activa,2020-04-09,8.08
Riofrio,Salonica,Riofrio,Activa,2020-04-10,7.15
Riofrio,Salonica,Riofrio,Activa,2020-04-11,7.73
Riofrio,Salonica,Riofrio,Activa,2020-04-12,7.97
Riofrio,Salonica,Riofrio,Activa,2020-04-13,7.85
Riofrio,Salonica,Riofrio,Activa,2020-04-14,8.58
Riofrio,Salonica,Riofrio,Activa,2020-04-15,8.26
Riofrio,Salonica,Riofrio,Activa,2020-04-16,9.96
Riofrio,Salonica,Riofrio,Activa,2020-04-17,9.2
Riofrio,Salonica,Riofrio,Activa,2020-04-18,27.79
Riofrio,Salonica,Riofrio,Activa,2020-04-19,15.99
Riofrio,Salonica,Riofrio,Activa,2020-04-20,14.64
Riofrio,Salonica,Riofrio,Activa,2020-04-21,13.45
Riofrio,Salonica,Riofrio,Activa,2020-04-22,15.84
Riofrio,Salonica,Riofrio,Activa,2020-04-23,13.72
Riofrio,Salonica,Riofrio,Activa,2020-04-24,15.38
Riofrio,Salonica,Riofrio,Activa,2020-04-25,15.97
Riofrio,Salonica,Riofrio,Activa,2020-04-26,14.69
Riofrio,Salonica,Riofrio,Activa,2020-04-27,13.7
Riofrio,Salonica,Riofrio,Activa,2020-04-28,24.26
Riofrio,Salonica,Riofrio,Activa,2020-04-29,16.93
Riofrio,Salonica,Riofrio,Activa,2020-04-30,19.89
Riofrio,Salonica,Riofrio,Activa,2020-05-01,14.88
Riofrio,Salonica,Riofrio,Activa,2020-05-02,13.82
Riofrio,Salonica,Riofrio,Activa,2020-05-03,12.75
Riofrio,Salonica,Riofrio,Activa,2020-05-04,11.52
Riofrio,Salonica,Riofrio,Activa,2020-05-05,11.33
Riofrio,Salonica,Riofrio,Activa,2020-05-06,11.12
Riofrio,Salonica,Riofrio,Activa,2020-05-07,10.8
Riofrio,Salonica,Riofrio,Activa,2020-05-08,10.49
Riofrio,Salonica,Riofrio,Activa,2020-05-09,10.24
Riofrio,Salonica,Riofrio,Activa,2020-05-10,10.14
Riofrio,Salonica,Riofrio,Activa,2020-05-11,10.29
Riofrio,Salonica,Riofrio,Activa,2020-05-12,10.53
Riofrio,Salonica,Riofrio,Activa,2020-05-13,9.95
Riofrio,Salonica,Riofrio,Activa,2020-05-14,9.75
Riofrio,Salonica,Riofrio,Activa,2020-05-15,9.66
Riofrio,Salonica,Riofrio,Activa,2020-05-16,9.39
Riofrio,Salonica,Riofrio,Activa,2020-05-17,10.09
Riofrio,Salonica,Riofrio,Activa,2020-05-18,9.64
Riofrio,Salonica,Riofrio,Activa,2020-05-19,9.58
Riofrio,Salonica,Riofrio,Activa,2020-05-20,9.43
Riofrio,Salonica,Riofrio,Activa,2020-05-21,9.0
Riofrio,Salonica,Riofrio,Activa,2020-05-22,9.08
Riofrio,Salonica,Riofrio,Activa,2020-05-23,8.73
Riofrio,Salonica,Riofrio,Activa,2020-05-24,8.53
Riofrio,Salonica,Riofrio,Activa,2020-05-25,8.34
Riofrio,Salonica,Riofrio,Activa,2020-05-26,8.18
Riofrio,Salonica,Riofrio,Activa,2020-05-27,8.33
Riofrio,Salonica,Riofrio,Activa,2020-05-28,9.45
Riofrio,Salonica,Riofrio,Activa,2020-05-29,10.6
Riofrio,Salonica,Riofrio,Activa,2020-05-30,10.02
Riofrio,Salonica,Riofrio,Activa,2020-06-01,12.29
Riofrio,Salonica,Riofrio,Activa,2020-06-02,11.95
Riofrio,Salonica,Riofrio,Activa,2020-06-03,23.13
Riofrio,Salonica,Riofrio,Activa,2020-06-04,21.59
Riofrio,Salonica,Riofrio,Activa,2020-06-05,20.21
Riofrio,Salonica,Riofrio,Activa,2020-06-11,12.37
Riofrio,Salonica,Riofrio,Activa,2020-06-12,11.92
Riofrio,Salonica,Riofrio,Activa,2020-06-13,11.66
Riofrio,Salonica,Riofrio,Activa,2020-06-14,12.75
Riofrio,Salonica,Riofrio,Activa,2020-06-15,12.22
Riofrio,Salonica,Riofrio,Activa,2020-06-16,11.42
Riofrio,Salonica,Riofrio,Activa,2020-06-17,11.29
Riofrio,Salonica,Riofrio,Activa,2020-06-18,10.97
Riofrio,Salonica,Riofrio,Activa,2020-06-19,11.09
Riofrio,Salonica,Riofrio,Activa,2020-06-20,10.75
Riofrio,Salonica,Riofrio,Activa,2020-06-21,10.52
Riofrio,Salonica,Riofrio,Activa,2020-06-22,10.54
Riofrio,Salonica,Riofrio,Activa,2020-06-23,10.3
Riofrio,Salonica,Riofrio,Activa,2020-06-24,10.15
Riofrio,Salonica,Riofrio,Activa,2020-06-25,10.08
Riofrio,Salonica,Riofrio,Activa,2020-06-26,10.02
Riofrio,Salonica,Riofrio,Activa,2020-06-27,10.13
Riofrio,Salonica,Riofrio,Activa,2020-06-28,10.18
Riofrio,Salonica,Riofrio,Activa,2020-06-29,10.07
Riofrio,Salonica,Riofrio,Activa,2020-07-01,10.02
Riofrio,Salonica,Riofrio,Activa,2020-07-02,15.56
Riofrio,Salonica,Riofrio,Activa,2020-07-03,12.98
Riofrio,Salonica,Riofrio,Activa,2020-07-04,16.66
Riofrio,Salonica,Riofrio,Activa,2020-07-05,18.3
Riofrio,Salonica,Riofrio,Activa,2020-07-06,12.76
Riofrio,Salonica,Riofrio,Activa,2020-07-07,15.18
Riofrio,Salonica,Riofrio,Activa,2020-07-08,14.16
Riofrio,Salonica,Riofrio,Activa,2020-07-09,13.38
Riofrio,Salonica,Riofrio,Activa,2020-07-10,13.12
Riofrio,Salonica,Riofrio,Activa,2020-07-11,13.89
Riofrio,Salonica,Riofrio,Activa,2020-07-12,12.99
Riofrio,Salonica,Riofrio,Activa,2020-07-13,12.46
Riofrio,Salonica,Riofrio,Activa,2020-07-14,12.08
Riofrio,Salonica,Riofrio,Activa,2020-07-15,11.76
Riofrio,Salonica,Riofrio,Activa,2020-07-16,12.49
Riofrio,Salonica,Riofrio,Activa,2020-07-17,11.47
Riofrio,Salonica,Riofrio,Activa,2020-07-18,11.32
Riofrio,Salonica,Riofrio,Activa,2020-07-19,11.08
Riofrio,Salonica,Riofrio,Activa,2020-07-20,10.84
Riofrio,Salonica,Riofrio,Activa,2020-07-21,10.71
Riofrio,Salonica,Riofrio,Activa,2020-07-22,13.44
Riofrio,Salonica,Riofrio,Activa,2020-07-23,10.93
Riofrio,Salonica,Riofrio,Activa,2020-07-24,14.45
Riofrio,Salonica,Riofrio,Activa,2020-07-25,16.49
Riofrio,Salonica,Riofrio,Activa,2020-07-31,11.39
Riofrio,Salonica,Riofrio,Activa,2020-08-01,9.96
Riofrio,Salonica,Riofrio,Activa,2020-08-02,9.88
Riofrio,Salonica,Riofrio,Activa,2020-08-03,9.69
Riofrio,Salonica,Riofrio,Activa,2020-08-04,9.3
Riofrio,Salonica,Riofrio,Activa,2020-08-05,9.05
Riofrio,Salonica,Riofrio,Activa,2020-08-06,8.89
Riofrio,Salonica,Riofrio,Activa,2020-08-07,8.84
Riofrio,Salonica,Riofrio,Activa,2020-08-08,8.71
Riofrio,Salonica,Riofrio,Activa,2020-08-09,8.54
Riofrio,Salonica,Riofrio,Activa,2020-08-10,8.37
Riofrio,Salonica,Riofrio,Activa,2020-08-11,8.21
Riofrio,Salonica,Riofrio,Activa,2020-08-12,8.2
Riofrio,Salonica,Riofrio,Activa,2020-08-13,8.61
Riofrio,Salonica,Riofrio,Activa,2020-08-14,8.55
Riofrio,Salonica,Riofrio,Activa,2020-08-15,7.71
Riofrio,Salonica,Riofrio,Activa,2020-08-16,7.5
Riofrio,Salonica,Riofrio,Activa,2020-08-17,7.33
Riofrio,Salonica,Riofrio,Activa,2020-08-18,7.61
Riofrio,Salonica,Riofrio,Activa,2020-08-19,9.48
Riofrio,Salonica,Riofrio,Activa,2020-08-20,8.56
Riofrio,Salonica,Riofrio,Activa,2020-08-21,8.78
Riofrio,Salonica,Riofrio,Activa,2020-08-22,9.33
Riofrio,Salonica,Riofrio,Activa,2020-08-23,10.46
Riofrio,Salonica,Riofrio,Activa,2020-08-24,9.94
Riofrio,Salonica,Riofrio,Activa,2020-08-25,8.79
Riofrio,Salonica,Riofrio,Activa,2020-08-30,9.97
Riofrio,Salonica,Riofrio,Activa,2020-09-01,8.82
Riofrio,Salonica,Riofrio,Activa,2020-09-02,9.32
Riofrio,Salonica,Riofrio,Activa,2020-09-03,9.1
Riofrio,Salonica,Riofrio,Activa,2020-09-04,13.04
Riofrio,Salonica,Riofrio,Activa,2020-09-05,10.97
Riofrio,Salonica,Riofrio,Activa,2020-09-06,13.71
Riofrio,Salonica,Riofrio,Activa,2020-09-07,10.53
Riofrio,Salonica,Riofrio,Activa,2020-09-08,15.94
Riofrio,Salonica,Riofrio,Activa,2020-09-09,15.11
Riofrio,Salonica,Riofrio,Activa,2020-09-10,13.57
Riofrio,Salonica,Riofrio,Activa,2020-09-11,12.79
Riofrio,Salonica,Riofrio,Activa,2020-09-12,11.9
Riofrio,Salonica,Riofrio,Activa,2020-09-13,11.4
Riofrio,Salonica,Riofrio,Activa,2020-09-14,10.88
Riofrio,Salonica,Riofrio,Activa,2020-09-15,10.58
Riofrio,Salonica,Riofrio,Activa,2020-09-16,11.05
Riofrio,Salonica,Riofrio,Activa,2020-09-17,12.19
Riofrio,Salonica,Riofrio,Activa,2020-09-18,12.39
Riofrio,Salonica,Riofrio,Activa,2020-09-19,12.18
Riofrio,Salonica,Riofrio,Activa,2020-09-20,14.14
Riofrio,Salonica,Riofrio,Activa,2020-09-21,11.53
Riofrio,Salonica,Riofrio,Activa,2020-09-22,10.25
Riofrio,Salonica,Riofrio,Activa,2020-09-23,9.86
Riofrio,Salonica,Riofrio,Activa,2020-09-24,9.66
Riofrio,Salonica,Riofrio,Activa,2020-09-25,9.28
Riofrio,Salonica,Riofrio,Activa,2020-09-26,8.99
Riofrio,Salonica,Riofrio,Activa,2020-09-27,10.27
Riofrio,Salonica,Riofrio,Activa,2020-09-28,10.66
Riofrio,Salonica,Riofrio,Activa,2020-09-29,10.17
Riofrio,Salonica,Riofrio,Activa,2020-09-30,8.12
Riofrio,Salonica,Riofrio,Activa,2020-10-01,9.63
Riofrio,Salonica,Riofrio,Activa,2020-10-02,9.44
Riofrio,Salonica,Riofrio,Activa,2020-10-03,10.02
Riofrio,Salonica,Riofrio,Activa,2020-10-04,15.97
Riofrio,Salonica,Riofrio,Activa,2020-10-05,12.03
Riofrio,Salonica,Riofrio,Activa,2020-10-06,10.64
Riofrio,Salonica,Riofrio,Activa,2020-10-07,10.76
Riofrio,Salonica,Riofrio,Activa,2020-10-08,10.24
Riofrio,Salonica,Riofrio,Activa,2020-10-09,9.65
Riofrio,Salonica,Riofrio,Activa,2020-10-10,9.26
Riofrio,Salonica,Riofrio,Activa,2020-10-11,9.01
Riofrio,Salonica,Riofrio,Activa,2020-10-12,8.76
Riofrio,Salonica,Riofrio,Activa,2020-10-13,11.06
Riofrio,Salonica,Riofrio,Activa,2020-10-14,10.12
Riofrio,Salonica,Riofrio,Activa,2020-10-15,9.25
Riofrio,Salonica,Riofrio,Activa,2020-10-16,9.13
Riofrio,Salonica,Riofrio,Activa,2020-10-17,8.69
Riofrio,Salonica,Riofrio,Activa,2020-10-18,8.97
Riofrio,Salonica,Riofrio,Activa,2020-10-19,9.66
Riofrio,Salonica,Riofrio,Activa,2020-10-20,8.51
Riofrio,Salonica,Riofrio,Activa,2020-10-21,8.17
Riofrio,Salonica,Riofrio,Activa,2020-10-22,8.23
Riofrio,Salonica,Riofrio,Activa,2020-10-23,7.93
Riofrio,Salonica,Riofrio,Activa,2020-10-24,8.74
Riofrio,Salonica,Riofrio,Activa,2020-10-25,8.39
Riofrio,Salonica,Riofrio,Activa,2020-10-26,8.28
Riofrio,Salonica,Riofrio,Activa,2020-10-27,9.17
Riofrio,Salonica,Riofrio,Activa,2020-10-28,8.86
Riofrio,Salonica,Riofrio,Activa,2020-10-29,8.3
Riofrio,Salonica,Riofrio,Activa,2020-10-30,22.8
